txn_id,user_id,amount,merchant,country,card_present,device_type,timestamp,velocity_1h,is_international,label
53,3153,138.12,3,4,0,0,52,2,0,0
54,1956,148.42,1,3,1,0,53,0,0,0
55,1586,264.19,6,0,1,0,54,3,1,1
56,3944,189.72,3,3,1,2,55,1,0,0
57,3074,120.17,0,7,1,0,56,2,0,0
58,1022,388.02,5,3,0,2,57,1,0,0
59,3462,206.77,5,1,1,2,58,1,1,0
60,2614,165.76,7,5,0,1,59,1,0,0
61,3844,218.68,1,4,1,0,60,2,0,0
62,1501,137.31,7,2,0,0,61,1,0,0
63,4799,143.14,0,0,1,0,62,2,1,0
64,162,132.2,1,6,0,0,63,0,0,0
65,4298,159.48,3,3,0,1,64,1,0,0
66,1982,307.06,0,0,1,0,65,3,0,0
67,996,158.36,4,4,1,2,66,1,0,0
68,4912,146.18,1,1,1,1,67,2,1,0
69,3343,216.27,2,2,1,2,68,2,0,0
70,4552,281.98,4,5,1,2,69,3,0,0
71,3799,141.4,3,3,0,0,70,1,0,0
72,1276,250.99,2,2,0,0,71,4,0,0
73,1017,148.09,4,3,1,0,72,2,0,0
74,338,141.73,6,7,1,0,73,3,0,0
75,879,170.24,0,5,0,0,74,2,1,0
76,1077,124.52,5,4,0,2,75,2,1,1
77,4888,277.58,1,7,0,1,76,3,0,0
78,3994,284.93,2,2,1,0,77,3,0,0
79,4860,209.5,6,3,0,0,78,1,0,0
80,380,147.86,1,7,1,2,79,3,0,0
81,493,133.59,7,2,0,2,80,5,0,0
82,2063,215.0,2,0,1,1,81,1,0,0
83,3885,127.7,7,3,0,0,82,2,0,0
84,65,161.36,7,4,0,1,83,1,0,0
85,2569,126.44,2,4,1,0,84,1,0,0
86,2028,163.47,0,5,0,0,85,1,0,0
87,2696,130.56,0,6,0,0,86,4,0,0
88,1496,121.62,6,6,1,1,87,3,0,0
89,392,166.79,3,0,0,0,88,1,0,0
90,4515,186.09,6,1,0,0,89,0,1,1
91,4475,165.29,7,7,0,2,90,5,0,0
92,3562,134.5,4,6,0,2,91,1,0,0
93,2279,125.45,3,3,0,1,92,4,0,0
94,3100,129.81,2,5,1,0,93,2,0,0
95,201,222.9,3,1,1,0,94,2,0,0
96,4876,120.28,1,4,0,0,95,2,0,0
97,3105,278.21,1,5,0,1,96,4,0,0
98,4599,265.65,3,2,0,1,97,1,0,0
99,2455,288.93,6,7,0,1,98,1,0,0
100,3646,287.79,4,3,0,0,99,5,0,0
101,805,207.09,4,6,1,0,100,7,0,0
102,2732,269.41,2,0,0,2,101,3,0,0
103,2774,223.84,4,4,1,1,102,0,0,0
104,1571,147.55,6,4,0,0,103,0,0,0
105,2691,231.56,0,6,0,2,104,5,0,0
106,3841,195.48,0,1,1,2,105,3,0,0
107,1029,121.23,6,0,0,0,106,3,0,0
108,503,242.48,1,6,1,0,107,3,0,0
109,4494,282.73,7,4,1,2,108,0,0,0
110,871,177.3,1,4,1,0,109,1,0,0
111,4489,172.4,3,5,0,0,110,3,0,0
112,207,163.59,6,6,0,0,111,0,0,0
113,1485,220.51,7,3,0,2,112,3,0,0
114,864,138.41,2,5,1,1,113,1,1,0
115,2791,237.95,6,1,0,2,114,2,0,0
116,564,146.66,4,0,0,2,115,2,1,0
117,4192,143.25,2,4,0,0,116,2,0,0
118,1758,251.51,7,7,0,0,117,2,0,0
119,1679,134.33,6,0,1,1,118,2,0,0
120,3243,277.74,2,5,0,0,119,7,0,1
121,4637,423.85,4,4,0,0,120,3,0,1
122,1060,149.84,7,3,0,0,121,2,0,0
123,1723,329.35,1,6,1,0,122,5,1,1
124,3315,185.85,6,0,0,0,123,3,1,0
125,3158,143.02,7,6,0,0,124,4,0,0
126,2626,167.21,5,0,0,1,125,1,0,0
127,2730,247.78,2,2,0,0,126,0,0,0
128,1598,206.88,2,0,1,0,127,2,0,0
129,3061,173.62,1,7,1,0,128,3,0,0
130,2694,142.8,7,1,0,0,129,1,0,0
131,4892,222.51,5,0,1,1,130,1,0,0
132,3628,149.07,7,5,1,2,131,3,0,0
133,1364,151.15,7,3,1,0,132,1,0,0
134,1982,228.91,0,5,0,0,133,3,0,0
135,1664,184.39,6,0,0,2,134,1,0,1
136,1530,135.45,5,6,0,2,135,4,0,0
137,2039,211.95,6,4,0,1,136,1,1,1
138,3303,142.88,7,2,1,0,137,0,0,0
139,2238,233.33,5,5,0,1,138,0,0,0
140,1307,171.12,2,1,0,2,139,3,1,1
141,4030,191.31,5,3,1,2,140,2,0,0
142,2676,192.5,2,6,0,0,141,3,0,0
143,1283,131.7,5,2,0,0,142,2,0,1
144,710,203.09,5,2,0,2,143,0,0,0
145,4745,280.47,1,1,0,2,144,3,0,0
146,4414,296.46,2,5,0,0,145,3,0,0
147,3749,212.32,3,1,1,1,146,1,0,0
148,4780,396.84,1,6,0,0,147,2,0,0
149,664,191.96,3,5,1,2,148,4,0,0
150,1999,142.54,3,4,0,1,149,2,0,0
151,3446,205.35,1,6,0,1,150,0,0,1
152,3744,310.91,5,0,0,0,151,0,0,0
153,1496,154.56,2,0,0,1,152,2,1,1
154,3305,143.61,7,2,0,1,153,1,0,0
155,3764,390.71,0,7,1,2,154,1,0,0
156,1854,235.38,6,3,0,2,155,3,0,0
157,4660,123.08,4,1,1,0,156,0,0,0
158,1292,184.89,4,1,0,2,157,2,0,0
159,3582,140.37,3,7,0,2,158,1,0,0
160,3458,146.04,4,3,1,0,159,3,0,0
161,1637,126.33,3,3,1,0,160,2,0,0
162,3697,140.01,6,3,1,2,161,2,1,1
163,3000,175.29,2,4,1,0,162,2,0,0
164,3153,125.55,7,7,0,2,163,5,0,0
165,699,295.36,4,5,0,0,164,2,0,1
166,2161,238.48,7,4,1,2,165,3,0,0
167,4098,157.42,1,2,0,0,166,5,1,1
168,4738,130.16,4,4,1,0,167,2,1,0
169,855,527.92,4,4,1,2,168,0,0,0
170,3475,185.28,0,0,1,0,169,7,0,1
171,1708,162.99,2,2,0,0,170,0,0,0
172,2778,136.72,2,6,1,0,171,4,0,0
173,1734,137.17,3,2,1,1,172,4,0,0
174,4932,246.25,3,1,0,2,173,0,0,0
175,3511,177.7,5,3,0,0,174,2,0,1
176,203,449.82,1,1,1,0,175,5,0,0
177,3256,363.78,0,5,0,0,176,1,0,1
178,4219,137.54,3,7,1,0,177,2,0,0
179,4497,709.27,5,0,0,0,178,1,0,1
180,767,463.97,5,0,1,0,179,2,0,0
181,4390,247.47,0,0,0,0,180,4,0,0
182,2328,158.66,3,0,0,2,181,0,0,1
183,2932,139.3,1,2,0,0,182,3,0,1
184,198,127.71,5,6,1,0,183,2,1,0
185,1931,123.27,0,6,0,2,184,2,0,0
186,3583,256.54,3,2,0,0,185,2,0,0
187,609,351.85,0,5,1,0,186,3,0,0
188,3273,237.47,4,3,0,0,187,1,0,0
189,1148,232.85,6,6,1,0,188,2,0,0
190,4283,161.92,0,1,0,2,189,3,1,0
191,3398,200.99,6,5,0,2,190,2,1,1
192,2512,207.99,1,1,0,2,191,5,1,0
193,1795,142.79,0,4,0,0,192,3,0,0
194,660,226.36,2,2,1,2,193,1,1,0
195,2812,131.64,6,2,0,0,194,2,0,0
196,1370,146.79,7,0,0,0,195,1,0,0
197,1987,190.27,5,4,1,2,196,0,0,0
198,147,181.05,1,5,1,0,197,0,0,0
199,3220,216.55,1,1,0,2,198,4,1,1
200,2912,188.96,5,3,0,1,199,3,1,0
201,1735,123.07,5,1,0,2,200,3,0,0
202,1844,423.26,7,2,1,2,201,2,0,0
203,489,234.34,6,0,1,2,202,3,0,0
204,2977,288.91,0,0,0,2,203,3,0,0
205,1960,249.34,7,5,1,2,204,2,0,0
206,2386,138.1,6,3,1,1,205,7,0,0
207,2920,334.9,6,5,0,0,206,0,1,0
208,4737,450.23,2,2,0,0,207,1,0,0
209,1803,125.56,5,7,0,2,208,1,1,0
210,4062,132.8,2,5,0,0,209,3,0,0
211,3370,489.8,1,6,1,0,210,3,0,0
212,263,146.79,0,5,0,2,211,1,0,0
213,624,256.1,3,6,0,0,212,3,0,0
214,1017,125.16,1,4,1,2,213,2,0,0
215,3644,224.47,5,1,0,2,214,1,0,0
216,4977,215.69,0,7,1,0,215,1,0,0
217,2050,340.99,7,7,1,2,216,6,0,1
218,3724,223.37,4,0,1,0,217,1,0,0
219,4549,122.38,7,3,1,0,218,1,0,0
220,3109,166.89,3,5,0,0,219,2,0,0
221,4091,153.2,6,1,1,0,220,1,0,0
222,2057,186.65,5,0,1,2,221,3,0,0
223,3171,163.73,3,1,0,0,222,2,0,0
224,1683,145.37,3,2,1,0,223,1,0,0
225,2256,205.55,6,7,0,2,224,0,0,0
226,1155,148.82,3,2,0,0,225,2,0,0
227,4500,271.12,3,1,0,2,226,1,1,0
228,3192,150.21,2,7,0,0,227,1,1,0
229,1697,176.94,5,1,1,0,228,2,0,0
230,3992,258.91,4,5,1,0,229,3,0,0
231,4724,257.48,1,3,0,0,230,1,0,0
232,4683,189.57,6,2,1,1,231,1,0,0
233,1649,157.23,3,6,0,0,232,2,0,0
234,1446,184.3,2,7,1,2,233,3,1,0
235,4200,270.6,7,4,0,1,234,2,1,1
236,3924,138.75,0,2,0,1,235,3,0,0
237,254,129.45,1,0,0,0,236,5,0,0
238,3184,188.79,5,0,0,1,237,6,1,1
239,2558,187.27,7,6,0,0,238,0,0,0
240,99,146.75,6,0,0,0,239,2,0,0
241,2201,164.6,1,4,0,1,240,1,0,0
242,2962,126.42,4,2,0,2,241,0,0,0
243,4974,130.21,1,3,0,0,242,4,0,0
244,4434,259.98,0,2,1,0,243,3,0,0
245,3778,168.96,6,2,1,0,244,2,0,0
246,2870,127.41,1,7,0,0,245,1,0,0
247,3235,380.34,1,3,0,2,246,4,0,0
248,3792,137.85,7,5,0,1,247,3,1,0
249,957,149.49,3,4,0,2,248,2,0,0
250,4068,406.59,0,6,0,1,249,1,1,1
251,161,134.96,3,3,1,1,250,0,0,0
252,4494,396.2,6,7,1,0,251,0,0,0
253,1301,221.48,0,7,0,0,252,0,0,0
254,4912,163.54,0,1,0,1,253,5,0,0
255,3988,191.3,2,7,1,0,254,2,0,0
256,1528,175.72,6,6,1,2,255,2,0,0
257,1219,249.67,6,7,1,0,256,3,0,0
258,4497,124.19,1,1,1,2,257,1,1,0
259,4736,253.3,6,6,0,0,258,3,0,0
260,3105,401.2,5,7,1,0,259,3,0,0
261,2736,163.91,2,7,1,0,260,1,0,0
262,4556,136.0,2,0,0,2,261,0,0,0
263,955,128.22,6,1,0,1,262,2,0,0
264,4566,153.06,6,6,0,2,263,1,1,0
265,3447,130.2,2,7,0,2,264,2,0,0
266,1046,139.88,5,3,0,1,265,2,0,0
267,1694,204.01,5,2,0,0,266,0,0,0
268,3437,162.0,1,6,1,0,267,1,0,0
269,563,304.03,3,3,0,2,268,1,0,0
270,2486,168.88,5,3,0,0,269,2,0,0
271,3355,132.39,4,4,0,0,270,2,0,0
272,226,130.94,4,5,0,2,271,3,0,0
273,4894,213.5,3,6,0,1,272,1,0,0
274,960,199.39,1,1,1,1,273,2,1,1
275,4549,217.44,0,2,0,1,274,2,0,0
276,3068,152.09,1,6,0,0,275,1,0,0
277,816,316.24,1,6,1,0,276,2,0,1
278,4755,128.66,7,7,1,2,277,3,0,0
279,4643,121.67,1,5,0,2,278,2,0,0
280,3121,227.43,1,2,0,1,279,2,0,0
281,17,209.43,5,4,0,0,280,1,0,0
282,1244,173.43,6,5,0,0,281,4,0,0
283,2206,122.57,0,2,0,1,282,2,0,0
284,2525,128.7,0,5,1,2,283,3,0,0
285,1070,136.38,6,5,0,0,284,3,0,0
286,3445,200.45,5,1,0,2,285,0,0,0
287,2566,206.03,5,7,0,0,286,1,1,0
288,1061,209.39,6,6,0,2,287,3,0,0
289,2328,248.98,0,7,1,1,288,2,0,0
290,3421,121.01,7,2,0,0,289,2,0,0
291,302,201.46,2,3,0,2,290,1,0,1
292,4277,142.18,0,0,0,2,291,2,0,0
293,607,186.71,5,0,1,2,292,0,0,0
294,3171,226.11,4,4,1,2,293,5,0,0
295,700,220.85,1,4,0,0,294,3,1,1
296,1140,146.16,1,5,1,2,295,0,0,0
297,191,154.12,0,3,1,2,296,3,0,0
298,2301,318.41,6,6,1,2,297,1,1,1
299,981,270.18,4,7,1,1,298,3,0,0
300,2976,142.77,5,4,0,1,299,3,0,0
301,1185,189.75,5,3,0,2,300,1,0,0
302,3328,128.08,7,7,0,0,301,0,0,0
303,3395,203.87,0,4,1,0,302,1,0,0
304,128,196.69,7,4,0,0,303,1,1,1
305,2066,143.51,2,3,0,0,304,2,0,0
306,1817,162.83,2,5,1,2,305,0,0,0
307,570,240.97,5,7,0,0,306,1,0,0
308,1896,142.6,1,7,0,0,307,4,0,0
309,2734,236.01,2,5,1,2,308,2,0,0
310,3864,149.43,3,0,0,1,309,1,0,0
311,4722,265.39,5,0,1,2,310,4,0,0
312,4015,121.48,1,4,1,0,311,4,0,0
313,2902,142.89,1,5,0,0,312,2,0,0
314,1687,134.64,7,6,1,0,313,2,0,0
315,3010,296.0,5,7,0,0,314,2,1,1
316,155,163.76,6,7,0,0,315,1,0,0
317,2538,182.1,6,7,1,1,316,4,0,0
318,1410,141.17,2,4,0,0,317,1,0,0
319,4058,129.99,0,6,0,2,318,0,0,1
320,785,191.95,4,5,1,2,319,2,0,0
321,3176,145.65,7,7,0,2,320,5,0,0
322,4342,330.44,3,5,1,0,321,3,0,1
323,2807,170.75,6,4,0,2,322,0,0,1
324,538,130.89,6,7,0,1,323,4,0,0
325,1842,120.93,4,1,1,0,324,5,0,0
326,2456,140.15,5,5,1,1,325,4,0,0
327,525,149.84,7,3,1,2,326,3,0,0
328,2951,137.55,3,4,1,1,327,2,0,0
329,4132,155.41,5,6,0,0,328,4,0,1
330,4781,287.93,7,1,0,0,329,1,0,0
331,4116,122.93,7,6,0,0,330,1,0,0
332,2369,248.25,2,4,1,0,331,3,0,0
333,3848,163.38,1,2,1,2,332,1,0,0
334,4496,308.51,1,7,1,2,333,3,0,0
335,2702,206.98,1,0,0,2,334,1,0,0
336,972,133.42,2,5,0,0,335,3,1,1
337,1167,375.52,5,7,1,1,336,3,0,0
338,4930,132.45,2,5,1,2,337,5,0,0
339,2775,151.79,2,7,0,1,338,1,1,0
340,1983,427.32,4,3,1,0,339,0,0,1
341,854,138.04,4,0,0,2,340,1,0,0
342,4147,198.8,6,3,0,0,341,1,0,0
343,3737,422.57,6,7,1,0,342,3,0,0
344,3770,212.42,7,3,1,0,343,2,0,0
345,575,205.96,7,4,0,1,344,5,0,1
346,3262,196.73,3,2,0,0,345,3,0,0
347,1149,183.86,7,3,1,0,346,2,0,0
348,1716,357.32,4,0,0,0,347,1,0,0
349,4778,181.78,3,1,0,2,348,4,0,1
350,4934,206.08,5,0,0,0,349,1,0,0
351,3855,226.41,3,4,0,1,350,0,0,0
352,2492,179.01,4,6,0,0,351,3,0,0
353,2661,293.94,1,3,1,0,352,4,0,0
354,3125,120.84,7,0,0,0,353,2,0,0
355,3052,159.24,6,6,1,1,354,2,1,0
356,5,195.7,0,4,0,0,355,3,0,1
357,4870,120.53,4,0,1,0,356,2,0,0
358,877,340.04,1,1,0,0,357,2,0,0
359,992,259.07,7,2,1,0,358,0,0,0
360,4143,138.78,3,0,0,0,359,3,0,0
361,4365,151.25,6,2,0,2,360,3,0,0
362,4466,209.45,3,4,0,0,361,0,0,0
363,636,152.36,2,7,1,2,362,4,0,0
364,1694,274.46,1,0,0,2,363,2,0,0
365,1683,141.85,3,4,0,2,364,1,0,0
366,4753,255.43,4,0,0,0,365,2,0,0
367,120,168.98,7,5,1,0,366,3,0,0
368,831,167.32,3,6,0,0,367,4,0,0
369,3676,133.76,4,5,1,2,368,2,0,0
370,1370,446.73,1,3,1,0,369,1,0,0
371,741,152.83,7,7,1,0,370,0,0,0
372,117,137.31,1,3,0,2,371,2,0,0
373,2839,121.64,1,6,0,0,372,1,0,0
374,1151,173.42,5,6,1,1,373,3,0,0
375,1932,121.62,3,7,0,1,374,1,0,1
376,1013,167.61,5,4,1,1,375,2,0,0
377,1665,305.35,2,6,1,0,376,0,1,1
378,1082,174.13,7,2,0,0,377,2,1,0
379,4730,122.54,3,1,0,1,378,4,0,0
380,513,143.56,5,5,0,2,379,3,0,0
381,2850,123.0,6,3,1,2,380,2,0,0
382,560,289.99,5,4,1,1,381,2,0,0
383,3673,140.97,7,1,1,1,382,2,0,0
384,4584,124.38,5,3,1,0,383,3,0,0
385,4993,386.14,2,7,0,0,384,1,0,0
386,3344,172.42,1,4,0,0,385,4,0,0
387,4071,160.62,7,5,0,1,386,2,0,0
388,4800,328.47,3,1,0,0,387,1,0,1
389,1471,179.54,0,4,0,1,388,1,0,1
390,581,145.44,6,0,1,0,389,2,0,0
391,2295,244.61,3,3,0,0,390,1,0,0
392,3148,144.37,5,7,1,2,391,2,0,0
393,4250,165.79,1,3,1,0,392,1,0,0
394,1680,249.03,5,3,0,0,393,2,0,0
395,3507,333.4,4,6,0,1,394,5,0,0
396,2745,193.49,6,3,0,1,395,5,0,0
397,3357,175.23,5,2,1,2,396,2,1,0
398,4046,125.34,7,7,0,0,397,3,1,0
399,1244,195.78,7,5,0,0,398,3,0,0
400,3119,150.63,3,2,0,1,399,0,0,0
401,2142,176.81,5,0,1,0,400,3,0,0
402,3060,228.19,0,0,0,0,401,1,0,0
403,4549,200.78,2,5,0,0,402,1,0,0
404,2960,127.16,7,4,1,1,403,3,0,0
405,2266,159.5,3,2,0,0,404,5,0,0
406,2480,136.8,3,3,1,2,405,0,0,0
407,4647,132.11,0,3,0,0,406,1,0,1
408,1636,138.91,3,7,0,0,407,1,1,1
409,1758,321.74,7,7,1,2,408,0,0,0
410,4453,218.73,3,3,1,1,409,4,0,0
411,2071,309.97,6,0,1,2,410,3,0,0
412,2850,175.49,6,7,0,0,411,2,0,0
413,3252,119.09,6,6,0,0,412,0,0,0
414,3731,121.8,3,7,1,0,413,1,0,0
415,2490,131.5,7,1,0,0,414,4,0,0
416,1632,240.39,2,5,0,0,415,2,1,0
417,2817,137.02,3,7,0,0,416,0,1,1
418,1016,127.57,6,6,1,0,417,0,0,0
419,1349,276.86,7,7,1,2,418,2,0,0
420,4612,139.76,3,4,0,0,419,1,0,0
421,3088,174.84,2,7,0,2,420,3,0,0
422,2840,152.18,5,0,0,0,421,0,1,0
423,336,300.5,5,0,1,1,422,3,0,1
424,4593,216.59,6,0,1,0,423,4,0,0
425,896,167.4,3,3,0,2,424,1,0,0
426,3547,278.06,0,0,0,2,425,2,0,0
427,852,222.78,5,5,1,2,426,3,0,0
428,1688,251.39,5,4,0,0,427,4,0,1
429,1932,422.77,6,6,0,0,428,2,1,1
430,3747,137.17,6,6,0,1,429,1,0,0
431,2428,137.1,5,5,0,0,430,2,0,0
432,1569,184.04,0,6,1,0,431,0,1,0
433,4001,179.85,6,5,0,2,432,4,0,0
434,2739,281.68,4,3,0,0,433,3,1,0
435,3499,132.56,4,3,1,1,434,1,0,0
436,3914,163.28,0,7,0,0,435,2,0,0
437,1067,179.05,2,6,0,2,436,2,0,0
438,4381,168.91,0,5,1,2,437,1,0,0
439,2445,124.56,3,7,0,0,438,2,0,0
440,4108,131.8,5,7,0,0,439,0,0,0
441,3374,132.34,2,7,0,0,440,2,0,0
442,3970,191.51,3,0,0,1,441,0,0,0
443,2547,163.81,3,6,0,0,442,3,0,0
444,754,134.7,1,0,0,0,443,3,0,0
445,2083,225.74,0,4,1,2,444,0,0,0
446,2775,248.95,0,4,0,0,445,0,0,0
447,2897,137.87,2,1,1,2,446,1,0,0
448,4186,221.63,6,0,0,0,447,0,0,0
449,776,124.26,6,4,1,0,448,2,0,0
450,1626,274.0,2,6,1,1,449,1,0,0
451,3070,382.15,0,1,0,0,450,2,0,1
452,418,132.56,2,7,0,2,451,2,0,0
453,115,242.4,0,4,0,2,452,2,0,0
454,617,127.19,0,6,0,2,453,2,0,1
455,3975,379.05,6,7,0,0,454,1,0,0
456,3268,167.13,4,6,1,0,455,4,1,1
457,826,180.31,5,3,1,2,456,1,0,0
458,1517,234.48,2,3,1,1,457,2,0,0
459,3147,141.88,2,4,0,0,458,3,0,1
460,413,159.71,2,6,0,0,459,2,0,0
461,729,124.81,3,2,0,0,460,2,0,0
462,3349,195.28,7,4,0,2,461,1,0,0
463,2809,247.49,0,0,0,1,462,1,0,0
464,676,271.76,7,2,1,1,463,2,0,0
465,3466,180.49,2,7,1,2,464,3,0,0
466,2505,235.13,4,2,0,0,465,1,0,0
467,2968,131.99,5,7,1,1,466,2,1,1
468,2787,227.82,4,3,0,2,467,2,0,0
469,1123,119.36,1,2,0,0,468,4,0,0
470,4080,136.34,0,4,0,0,469,1,0,0
471,1572,199.55,7,7,0,0,470,3,1,1
472,2144,149.92,3,7,0,2,471,3,0,0
473,1688,161.29,1,4,0,1,472,1,0,1
474,4133,258.93,6,4,1,0,473,4,1,1
475,3852,186.72,7,6,0,0,474,3,0,0
476,3441,159.73,6,2,0,1,475,1,0,0
477,3767,169.15,7,2,1,2,476,3,0,0
478,2327,269.94,7,2,1,0,477,1,1,0
479,2915,172.18,5,6,0,0,478,0,0,0
480,4969,285.58,0,5,1,0,479,1,0,0
481,3953,141.71,4,3,0,2,480,6,0,0
482,596,180.04,5,3,0,0,481,2,0,1
483,729,155.84,5,6,0,0,482,2,0,0
484,1366,190.58,2,2,0,0,483,0,0,1
485,4493,187.55,3,5,0,1,484,5,0,0
486,699,186.76,2,4,0,0,485,3,0,0
487,396,179.02,3,5,1,0,486,1,0,0
488,4172,167.47,6,1,1,0,487,0,0,0
489,4361,311.97,7,4,0,0,488,3,0,1
490,2503,143.95,6,5,0,0,489,2,0,0
491,1820,164.53,4,7,1,0,490,4,1,0
492,718,137.98,7,3,0,0,491,4,0,0
493,2783,151.31,6,6,1,2,492,3,0,0
494,4947,141.91,3,2,1,0,493,1,0,0
495,3578,207.62,5,2,0,0,494,3,0,1
496,144,217.37,3,1,1,0,495,2,0,0
497,4981,144.92,2,0,0,2,496,1,0,0
498,3141,447.9,4,5,0,1,497,2,1,1
499,4492,145.75,5,0,0,1,498,3,0,0
500,2939,260.0,0,7,1,0,499,3,0,0
501,3637,146.69,6,1,0,2,500,1,0,0
502,3223,161.64,5,6,0,2,501,3,1,0
503,1168,206.42,2,5,0,0,502,1,0,1
504,2617,184.26,7,0,0,2,503,3,0,0
505,1063,175.45,5,7,1,1,504,6,0,0
506,2157,245.48,6,7,1,0,505,1,0,0
507,2983,217.4,2,3,1,0,506,4,0,0
508,3295,315.43,4,0,0,1,507,2,0,0
509,4730,140.0,1,7,0,0,508,2,0,0
510,1157,120.32,5,7,0,2,509,3,0,0
511,733,828.04,7,3,0,2,510,2,0,1
512,4331,145.66,7,1,0,0,511,4,0,0
513,4847,122.51,3,2,0,0,512,2,0,0
514,954,141.73,2,5,1,0,513,1,0,0
515,2540,207.4,7,6,0,0,514,4,0,0
516,3325,189.96,0,4,0,0,515,0,0,0
517,3302,137.53,0,1,0,0,516,0,0,0
518,1543,135.49,0,7,1,0,517,1,0,0
519,1192,166.01,7,3,0,0,518,1,0,0
520,2994,120.09,5,6,1,0,519,3,1,0
521,2682,119.19,4,1,1,2,520,3,0,0
522,1218,195.75,5,0,1,0,521,1,0,0
523,1541,150.48,4,4,1,1,522,2,1,0
524,3237,120.94,0,0,0,0,523,0,1,1
525,2387,168.27,7,0,1,0,524,3,0,0
526,3720,338.36,4,1,1,1,525,2,0,1
527,1389,142.54,0,6,1,0,526,1,0,0
528,1857,142.13,7,2,0,0,527,2,0,0
529,1366,169.49,0,7,0,2,528,2,0,0
530,500,131.86,7,4,0,0,529,1,0,1
531,1681,200.28,3,1,0,0,530,1,0,0
532,511,265.24,0,6,0,1,531,1,0,0
533,4313,136.31,1,0,0,1,532,1,0,0
534,1325,205.01,3,6,0,0,533,2,1,0
535,1156,294.14,0,0,0,2,534,3,0,0
536,1828,305.71,6,0,1,0,535,2,0,0
537,3142,183.39,3,0,0,0,536,3,0,1
538,3487,132.22,4,5,1,0,537,2,0,0
539,1811,205.11,5,2,0,2,538,2,0,0
540,2924,225.19,1,6,0,1,539,2,0,1
541,2215,231.3,4,4,0,0,540,6,0,0
542,4187,336.86,1,3,1,2,541,2,0,0
543,714,195.42,4,2,1,1,542,1,0,0
544,3603,169.21,3,0,0,0,543,1,0,0
545,4135,174.86,3,5,1,0,544,1,0,0
546,3523,150.03,4,0,1,2,545,2,1,1
547,4269,123.72,1,4,1,0,546,3,0,0
548,4749,220.12,3,6,1,1,547,1,0,0
549,4850,120.6,7,4,0,2,548,2,0,0
550,1244,124.3,1,4,1,1,549,5,0,0
551,3710,151.53,1,2,1,0,550,2,0,0
552,1082,332.97,4,6,0,0,551,2,0,1
553,456,171.8,2,3,1,0,552,1,0,0
554,4925,138.38,3,1,0,2,553,0,0,0
555,895,300.88,0,3,1,1,554,3,0,0
556,1385,186.83,4,3,0,0,555,2,0,0
557,1959,155.94,6,0,0,0,556,3,0,0
558,3073,219.62,7,1,0,2,557,2,0,0
559,1997,165.55,7,6,1,0,558,3,1,0
560,4286,223.74,5,7,1,1,559,3,0,0
